"CODIGO_SOLICITUD","FECHA_RECEPCION","FECHA_RESPUESTA","PAIS_SOLICITUD","SECTOR_SOLICITUD","CATEGORIA_SOLICITUD","ESTADO_SOLICITUD","RESUMEN_SOLICITUD","RESUMEN_RESPUESTA","RESERVA","ES_REVISION","FECHA_RECEPCION_REVISION","FECHA_RESPUESTA_REVISION","RESUMEN_SOLICITUD_REVISION","RESUMEN_RESPUESTA_REVISION","ESTADO_REVISION"
F-109-2024,2024-07-19 10:04:13.000,2024-07-23 10:21:30.000,Italy,Sector Público,Estandar,Otorgado,"Dear colleague  

The Global Donor Platform for Rural Development (GDPRD) is developing an online food systems architecture database  which will serve as an interactive mapping tool to show the wide range of food systems-related organizations  initiatives  research groups  platforms  and their functions. As the Central American Bank for Economic Integration (CABEI) will be included in the database  we would like to request a high-resolution  coloured version of CABEIs logo (JPEG  PNG or SVG formats) to be used in the database. We look forward to sharing the link to the database with you once it is finalized and published.

","Please find the information requested.


Fecha de cierre de solicitud: 07/23/2024",,0,,,,,
F-111-2024,2024-07-24 14:09:43.000,2024-07-31 14:41:43.000,Panamá,Academia,Compleja,Desestimado,"Estimados BCIE: 
Por favor  donde se puede consultar el documento: “Reglamento sobre Especificaciones Técnicas Generales Armonizadas en Materia Ferroviaria para Centroamérica"" con fines académicos","Estimada solicitante: 
El documento solicitado se encuentra en ajustes finales y actualmente no está disponible para ser publicado. Una vez que se cuente con el documento finalizado  el Banco lo estará publicando en la página web.
En vista que no existe un documento final a la fecha que se puede entregar  cumplo en notificarle que su solicitud ha sido desestimada. 
Cordialmente  
Unidad de Acceso a la Información 


Fecha cierre de solicitud: 07/31/2024",,0,,,,,
C-112-2024,2024-07-24 17:24:00.000,2024-07-26 17:59:13.000,Honduras,Academia,Compleja,Otorgado,"somos una revista de periodismo de investigaci?n en Latinoam?rica cuya filiaci?n pol?tica es el respeto de los valores y los fundamentos de nuestra profesi?n.   Es por ello que  de la manera m?s amable  en virtud de brindar informaci?n a trav?s de publicaciones  me comunico con usted para informarle que estamos realizando una investigaci?n sobre la empresa Inversiones Gamma S. de RL que pertenece a la directora del BCIE en Honduras  Belinda Mart?nez. 
Empresa que fue contratada por al menos 6 secretar?as de Estado entre el 2023 y 2024 para alquileres de salones y servicios para eventos en estas instituciones  gasto que se traduce en 3 158 232 de lempiras.      Basado en lo anterior me interesa conocer si para el BCIE estas contrataciones podr?an interpretarse como un conflicto de intereses o si en alguna forma viola alguno de los principios del banco.     
Agradeciendo de antemano su amabilidad y atenci?n brindada  nos despedimos de usted esperando una pronta respuesta a la solicitud mencionada.   Atentamente
","La normativa interna que regula el conflicto de intereses de un miembro del personal del Banco se ha adoptado para evitar situaciones que generen disyuntiva entre los intereses personales y los intereses del Banco o de sus clientes. La normativa aplicable puede ser encontrada en los siguientes enlaces: 
Reglamento de la Organización y Administración del BCIE.
Código de Ética del BCIE.
Desde esta perspectiva si un miembro del personal tiene cualquier interés directo o indirecto en alguna operación sometida a conocimiento del Banco  deberá hacer público este hecho ante las instancias internas correspondientes y abstenerse de cualquier gestión  conocimiento o decisión  sobre el particular.
Ruego tomar nota que las mencionadas contrataciones señaladas en su comunicación no tienen como contraparte al Banco Centroamericano de Integración Económica (BCIE). 
 


Fecha de cierre de solicitud: 07/26/2024",,0,,,,,
P-113-2024,2024-06-13 11:23:00.000,2024-10-30 00:00:00.000,Honduras,Sector Público,Compleja,Otorgado,"<img src=""data:image/png;base64 iVBORw0KGgoAAAANSUhEUgAAA5wAAANUCAYAAADfCSIIAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAAFiUAABYlAUlSJPAAAP+lSURBVHhe7P1XsyTJlecJWgbLSE6QAJJzBlLgtKq7umVmemT2aWVF5m2/xbzvFkT2I83TTHdXFTAFWuA8OeecZ/A9v6P6Mz+u19yv3yAJVE//I85V1aOHKTE1Uzdz88vOBabp7ERy7uzZSVx22WVJB4LymByQbjrSV9Dhw4dTZ/Q7ysI7c+bMdDbkDh85Mh0+dChqQi4InjiU/GXs15bqExy47YHRRoX2zp1r7QDEO7a34lyMC39nmSRqGJto69lz05nTp7P+UPTlZYePUrUH2ic1j44xgZrfg6ayF8Ue2GpjC+gP4yF/6tSp6ejRo2v2atxLkG8boeyT5DbUOoBOysU4nD1HDFDwm3D8j/4PxpnTpzJ/OPqcMTkdfX761JmI8Rhi08lTp6cjR45Plx8/nj4TGJlj4vhazVPaCB0+tKoHxHMZoRlTyBhrzJZ5fnMskD8Ux8IU84njB1nB3GhEY4JoS/Az9jOnU0ZbyFRf8gHljCmIPITckfBr3roKjuszUXfi44+nY8eOpc0qoz/k5Fumbdg0Tz156vU98yOftnsduGw6mnWUbRspgK8/AN869Y1Vvmmij9eIanPOM6aZXflI/5HNYzf58CDiP5MytU9oJ8cBxwNx2Q+sIcD4oRpDjZlm1TJ55u+ZmLPHLr88pym6s0y0MePsBN8+lAdIl/iUZ1sdtW6EurSrjhXHAfwsB+U5Qv2uA6iPHslUAtQ7l7A7A734rxzQVjDTz2UhTyrfY9oYUjfqZr1A8iLoEydPZNljJMcTvQAy9L1jTHmMw7KpvD495rbkGIbd47HmzAhZ5M+cOhnp2Zw7yKEDn/UirUa+JS3Ffs2LNtdWstg5fa6tH5Q9FtExrvW4o9/OrY4nbVX5KLQU9KxyFdWukDcCmeprk9xBUe2CXW2rQ8q8rmsN+pbHmLVdfa7J9D6cj434X2WrjfPBbCuSRSthG9/GD3Ku9TgcY9drylk/x4jeuTwnnYtrGc6n2CJmZFqz2lxJW6F29sy56eTJk+28crjxbCJWsYMuPrF15MjhPN7OnGnrC8fFyZOnpuNXXB6y7TiCz1R1LmP/8lgbjZvjKGWiDpvoHzrUjmHK1JMeirWTtZ30bMSBnbyWiTixRczIkj8d1xRnznLdsDqGIDoPG9jj2M7z6ImPpg8//CDr8Qn/6NE4lkPuXLTrvXffDZkTaf/KK69OH8jBe+/d99t1EG2P65sjUXf99ddneyDie+655zLWW2+9NW0TU8YSMC7LFxvEaYoP2i30qwxY4lVQN0Kb1s26pMUMctS1edIqSPnHXEUdsq7NgWYXHZCnfXSCp5wxS6LWA/1Txh7lbfJjCtJ3lyM1LmWsVwZ+1a99NfdDzGXKaHguOxdz77kXX55+9K8/nX77pz9MR6+4Yvr//W//W9ZtQ4vmL4zaYDuidoqwMy4F7HjprwE0P7ugdEPrl17oGPtpCfYnfXgp+/FiYRyDncaF+h3GDjscTKT0STuxrA60ZkM7yB4Ois1NLMSHDrMYt81QnsRiMeeEtm9sHY4DCxg+m7uum2O9dzFIYuHoi4fjeC5iwID6zXZmG6/y44o1/s62QZNvZdpBn3ACdn5Yr4yx9EJPVilyGVdy1lH1Ui6Ik6nzUR8Vs05goXrtIqjFGZlg0g4v6rMtJcZsZx8vyTrzzg2o2V31wRLUE6mbHxC0Pl2vZwz3yiOnD+VJmWcfx8a9XpRAzjnax5gtxUf9EuCnPNTtpWyX36QntvWFQEbaFdtkMybqIeIdxsg5tL+/3tbMDu3sdhLd9hKWuOk7UnQYG6CtGtf+8W3GpnhG4GH0t81rXhyRUug+PG48XsDYDom5WaEMFvkHHKf/jr3g2B+x61hfTDA+8/yv6OO8C7F5ZKPjmsTc+Oijj5LGeeIHb4dznVxfk4kDeQg7TaERdSMvqcdgfbPRLtrZnLZYPp7ee++9iI9NX4tVH2y+4OnXDaO+SJvdJsu6TLuUOXWKNtN/0Q9hBz42kKNMHFh6//33pzfeeGN6/fXXM3377bczDn0wH/IDqyh/HPZff+316dFHH53++Mc/Tu+88073eTo/AH8+Nos/+9m/Tr/61W+i/s/TSy+9lPXYfOKJJ6bf/vZ3079G/U9/+tPp8cefmN6NzSltwwfpk08+Of3jP/5j6P9q+uCD1aZ2cR5cYjj2wljMWwfPcuVvg3ZE2shJ0/K1fo/NqGJYnRcrauNd9XNK98NZ/lw3xAm/zmXTi4lqWxqxS/+NQOXw4cumI/3ccHnM111w+HsBPl3PhgcjT+RBGVYJJIPajzrQHRvoIG7igUy7HS5IKVPPwepBSG3jc8HRPqXRjrBc6VLB2MHoZ8k/S86hKEMzt9hIe7Qv8vkJcfKQbxewacEFlaOAj0xDODVCxj5reusTDD79VftM2ooMZi8xRuYv4+6P+UiAvvezb70Hn2X1jTdL2OcuTGSjdSgnby6D4GU8PW9cq3yc0Fgouj4XVLjK7sx5hX1kaCPyhzLluOAkQrv55BQbbJrgnzl7WbtjlD6aQ+Nhs3dZjJNR5+2KMHj0SNiNhQvneerNmGgvd0eSDTfia/MeEnkyDTvE4ae6zJd2gcidbiyyoMXJFP9ZPJcnKX2yWPAJabTYaZQXy1mOPP2ed9B7PhzmiTvD6jz8Egt6nFwpH43jFD3KHLN8qkq/QOggD2yPdcQf6pEyBtkjEWdrP3dKONEfCpnDh48FRRujjjHjU+8efdoR+tUfGH3WvEQbJDc2KeecKsA2pB7gZJQX6YgHtXlGHvuZdGplgK7zXNB/fFrNnKN/3WS2i7PWP20NbOW1fuuU44qfOYTVGsEd4igEt4E4c5wDLbYWi+2yTFpjVVZa4kHaEfAAfNtmXyb1OmKceZ2fFHmQ61DAMkBvMcZelyh68EjRIS+lTu+TlO92Mu266nGMs66nXIAncbI8tbsfXqDAOhxzmrkLOW55cRxH38wnn6aw0XyZ6lNfrabLxH/GktXksjheSTlu27oZ8n39ZO3KPMqhR3vPBKGT5WCf4twbY3Pi1MnkcQZi3QhrdHyj0MkLj0iNqX0YFvHHP0I6y5MYEcnhWPPOxMV+HldBeS4jDsJGMENp7asklngHRdWlzRVLdkcZsS0O53Gdz6zT9E3VW5tnnZcpNPh1reFYAbNn9WIstVPtLUG/2Kv+l3Q4vlbrWZsXOcdivrJ5ckOFHGs0zWTdAtwNfOSRR3Ozw501/H344UfTsWOcKzmums9QTYL38ccnwu4HOZc4f+ScCjAXT589nb6ZR6GR50DBRuvFF1+ITdzrsYH7OO3k+ecI54ppeuWVV5Leeuut6cMPPszYP/zww+mKK65I/Weeejo2cM/HBu+16a0335w+ijqO4eOXH2/rU8hw7mTeovvUU09Njz32WG7s2DjyhNOVV10Zm713pt/97ve5mXvpxRenF194Kdt1ww03ht23YhP429R58cWXYiP52PT+B+9PN954w3TNNdeEB/oaT2xaT06PPPrn6fd/+EPE8nGuCU8+8VQcP2en2267PfX/6z/+c2zyz05333Nv9M+Z6amnn8n+h955973p1ttvmz5z82enj2ND+/hjj0+fvunT080335wCr736+vSD7/8gn9ZirXnowQenq6++Jvo7zjXRxlwzNsyJCwHzrcK5CLb5qnXqQPKdy6LKk1feMseL14HMXWryGOrrI+PMvM/5HzzO66j7ZFtbt2PTxfUO86L7a+llcd4+k+s8d6NjoU2edVzT57HCQA1AxliZ+6TN9+o8qS/lQOWbH8uilqs+eevwmfyIISd/J6SR43z19DPP5ocgmPgPf/tdxLeiHclzR6wwlg+K1O+BV1CWN6Y2H","Respuesta proporcionada fuera del sistema.


Fecha de cierre de solicitud: 03/17/2025",,0,,,,,
F-114-2024,2024-07-30 21:43:19.000,2024-07-31 17:25:50.000,Guatemala,Personal,Estandar,Otorgado,Hola buenas noches  necesito información sobre requisito y proceso para crédito universitario.,"El Banco Centroamericano de Integración Económica (BCIE) es una institución financiera multilateral de desarrollo  con carácter internacional. Toda la información institucional  misión y valores del Banco pueden ser encontrados en el siguiente enlace: https://www.bcie.org/acerca-del-bcie/informacion-institucional 
Las modalidades e instrumentos financieros que ofrece el BCIE para el sector público soberano y sector público no soberano y privado pueden ser encontrados en el siguiente enlace: https://www.bcie.org/modalidades-e-instrumentos-financieros 
El BCIE no ofrece de manera directa financiamiento a particulares bajo las modalidades y características que usted requiere. 


Fecha de cierre de solicitud: 07/31/2024",,0,,,,,
F-115-2024,2024-08-03 09:31:57.000,2024-08-05 09:20:55.000,Costa Rica,Personal,Estandar,Otorgado,"Quisiera ser participate de material de desarrollo del BCIE .
Informacion Precisa y completa ..
No se que tipo de documento .
Es para emprendimiento de una tilapéra con acceso a agua de quebrada","Las modalidades e instrumentos financieros que ofrece el BCIE para el sector público soberano y sector público no soberano y privado pueden ser encontrados en el siguiente enlace: https://www.bcie.org/modalidades-e-instrumentos-financieros 
En cuanto al programa de MIPYMES  los puede encontrar en el siguiente enlace: 
https://www.bcie.org/modalidades-e-instrumentos-financieros/intermediacion-financiera/programas-de-mipyme 


Fecha de cierre de solicitud: 08/05/2024",,0,,,,,
F-116-2024,2024-08-05 15:22:51.000,2024-08-10 13:03:29.000,Honduras,Personal,Estandar,Otorgado,"Saludos estimado 

Solicito información sobre aplicación a crédito educativo para estudios de pre grado en la Universidad de El Zamorano  para una estudiante de Intibucá  Intibucá. 

Agradezco profundamente su información","El Banco Centroamericano de Integración Económica (BCIE) es una institución financiera multilateral de desarrollo  con carácter internacional. Toda la información institucional  misión y valores del Banco pueden ser encontrados en el siguiente enlace: https://www.bcie.org/acerca-del-bcie/informacion-institucional 
Las modalidades e instrumentos financieros que ofrece el BCIE para el sector público soberano y sector público no soberano y privado pueden ser encontrados en el siguiente enlace: https://www.bcie.org/modalidades-e-instrumentos-financieros 
El BCIE no ofrece de manera directa financiamiento a particulares bajo las modalidades y características que usted requiere. 


Fecha de cierre de solicitud: 08/10/2024",,0,,,,,
F-117-2024,2024-08-10 09:12:56.000,2024-08-16 17:05:25.000,Costa Rica,Medios de comunicación,Compleja,Otorgado,¿Cuáles son los requisitos para programar una cita con la presidencia o la vicepresidencia ejecutiva para una visita desde la sociedad civil organizada?,"Gracias por su interés en coordinar una reunión con nuestros representantes. Para garantizar que podamos prepararnos adecuadamente y abordar los temas de interés  le solicitamos amablemente que nos proporcione al correo info@bcie.org el propósito de la reunión  los puntos clave que desea discutir y los resultados específicos que espera lograr. Esta información nos ayudará a tomar decisiones sobre los próximos pasos y asegurar que esta sea lo más productiva posible. 


Fecha de cierre de solicitud: 08/16/2024",,0,,,,,
F-118-2024,2024-08-11 21:06:25.000,2024-08-16 16:29:12.000,El Salvador,Personal,Estandar,Otorgado,"Estimado: 

A quien corresponda Me dirijo muy respetuosamente ante usted  para manifestar por medio de la presente comunicaci?n  mi necesidad de recibir su ayuda financiera para cursar mis estudios superiores en una instituci?n norteamericana situada en Honduras de nombre: Escuela Agr?cola Panamericana Zamorano  en la carrera de Ingenier?a Agron?mica en la cual fui admitido para comenzar el primer semestre el d?a 04 de enero de 2025 [?].

Debido a que cumplo con todos los requerimientos exigidos por la Escuela Agr?cola Panamericana Zamorano y que he demostrado un compromiso con mi educaci?n les pido su colaboraci?n econ?mica que cubra un 20% como m?ximo del monto total de $23 369 d?lares anuales  para poder realizar este sue?o ya que es el ?nico elemento del que carezco. Estoy comprometido a mantener la excelencia acad?mica y sobresalir como estudiante  y sobre todo poner en alto a nuestra naci?n. Me despido de usted esperando la aprobaci?n de mi solicitud  con la certeza de que culminar? mis estudios con excelentes resultados.

 Atentamente  

","Las personas interesadas en las “Becas Fundación BCIE- Zamorano” deben someterse directamente a los procesos de admisión de la Universidad Zamorano. Una vez que las personas hayan sido aceptadas en la Univerdad  los Ministerios de Educación de cada país seguirán un proceso específico para escoger a los mejores candidatos. Le recomendamos estar pendiente de anuncios directos de la Universidad Zamorano y del Ministerio de Educación de su respectivo país.
https://www.bcie.org/novedades/noticias/articulo/becas-fundacion-bcie-zamorano-fortaleceran-las-capacidades-profesionales-de-estudiantes-de-la-region-cuba-y-colombia 
 


Fecha de cierre de solicitud: 08/16/2024",,0,,,,,
F-119-2024,2024-08-12 21:27:30.000,2024-08-21 16:59:01.000,Costa Rica,Sector Privado,Compleja,Otorgado,"Hola BCIE como puedo obtener la informacion sobre este proyecto?
109 1. Preinversión y 2. Infraestructura Resiliente y Sostenible Recava de cauce del río Grande de Térraba en los sectores de Fincas 1  2-4  10  5  7 y 8; barrio Embarcadero  Cementerio y Ciudad Cortés de Osa","La información pública divulgada por el BCIE sobre este proyecto puede ser encontrada en los siguientes enlaces: 
https://bi.bcie.org/t/publico/views/Documentos/Documentos?code=500901&%3AiframeSizedToWindow=true&%3Aembed=y&%3AshowAppBanner=false&%3Adisplay_count=no&%3AshowVizHome=no#1 
https://bi.bcie.org/t/publico/views/FichaProyectosPblica/FichaPblica?code=500901&%3AiframeSizedToWindow=true&%3Aembed=y&%3AshowAppBanner=false&%3Adisplay_count=no&%3AshowVizHome=no#3 
El proyecto en mención ""Recava de cauce del río Grande de Térraba en los sectores de Fincas 1  2-4  10  5  7 y 8; barrio Embarcadero  Cementerio y Ciudad Cortés de Osa""  forma parte del programa de obras del crédito N°2317 PROERI  otorgado a la República de Costa Rica. Este proyecto en particular lo está siendo ejecutado por la Comisión Nacional de Emergencias (CNE) como uno de los Organismos Ejecutores asignados para PROERI. 
Este proyecto es uno de los 502 proyectos que son financiados por el Banco incluidos en el PROERI. 
Para consultas más específicas del proyecto  puede contactarse al organismo ejecutor a través del correo del Programa PROERI: proeri@cne.go.cr  quienes estarán atendiendo sus consultas. 


Fecha de cierre de solicitud: 08/21/2024",,0,,,,,
F-120-2024,2024-08-13 14:17:04.000,2024-08-16 16:32:43.000,Honduras,Personal,Estandar,Otorgado,"Solicito información sobre el proceso de becas de la Fundación BCIE en la universidad prestigiosa escuela agrícola panamericana de Honduras  ya que soy una aspirante hondureña y seria un honor ser una de las elegidas ya que además de ser un sueño es una pasión para mi poder seguir mis estudios académicos. 
","Las personas interesadas en las “Becas Fundación BCIE- Zamorano” deben someterse directamente a los procesos de admisión de la Universidad Zamorano. Una vez que las personas hayan sido aceptadas en la Univerdad  los Ministerios de Educación de cada país seguirán un proceso específico para escoger a los mejores candidatos. Le recomendamos estar pendiente de anuncios directos de la Universidad Zamorano y del Ministerio de Educación de su respectivo país.
https://www.bcie.org/novedades/noticias/articulo/becas-fundacion-bcie-zamorano-fortaleceran-las-capacidades-profesionales-de-estudiantes-de-la-region-cuba-y-colombia


Fecha de cierre de solicitud: 08/16/2024",,0,,,,,
C-121-2024,2024-08-15 16:16:00.000,2024-08-16 17:41:43.000,El Salvador,Academia,Compleja,Otorgado,"Le escribo en relación al Plan General de Adquisiciones del préstamo 2237  por $91 millones  que el banco otorgó al Gobierno salvadoreño para financiar la segunda fase del Plan Control Territorial. Tengo algunas dudas respecto a este plan de adquisiciones y por eso solicito su ayuda para resolverlas. Se las dejo a continuación y desde ya le agradezco sus gestiones. - En la información que ha publicado el banco sobre el préstamo 2237 se reporta un primer desembolso de $5 millones. ¿Qué actividades del programa se han financiado con estos primeros fondos? - El préstamo se ratificó en la Asamblea Legislativa salvadoreña en 2021  pero el primer desembolso se ha efectuado hasta este año. ¿A qué se debió este atraso? ¿Qué condiciones no había cumplido el Gobierno para poder recibirlos? - El plan de adquisiciones enumera siete obras  ¿cuál es el estatus de cada una de ellas  en términos de publicación de la licitación  recepción de ofertas  firma de contrato e inicio de su ejecución?   - Si el Gobierno salvadoreño no logra sacar este año la licitación de alguna de estas obras  ¿qué pasará? ¿Se incluirá en el Plan General de Adquisiciones del próximo año o hay algún tipo de penalidad por retrasos en la ejecución de los proyectos? Reitero de nuevo mi agradecimiento por sus gestiones  quedo pendiente de su respuesta. 
","A continuación  se presentan las respuestas a las consultas planteadas:
- En la información que ha publicado el banco sobre el préstamo 2237 se reporta un primer desembolso de $5 millones. ¿Qué actividades del programa se han financiado con estos primeros fondos?
El desembolso proyecta el pago de los anticipos de los contratos de obra y de supervisión para los paquetes 1 y 2 de los Centros Urbanos de Bienestar y Oportunidades  pagos para la operación de la Unidad Ejecutora del Programa  y el pago de la comisión de seguimiento y administración del préstamo.
- El préstamo se ratificó en la Asamblea Legislativa salvadoreña en 2021  pero el primer desembolso se ha efectuado hasta este año. ¿A qué se debió este atraso? ¿Qué condiciones no había cumplido el Gobierno para poder recibirlos?
La modificación al contrato de préstamo fue publicada en Diario Oficial de fecha 12 de julio de 2023 (Tomo 440 No. 129). Dado que el Organismo Ejecutor no solo ha proyectado el uso de fondos del primer desembolso para la Unidad Ejecutora sino también para proyectos (Centros Urbanos de Bienestar y Oportunidades)  previo al desembolso debía preparar y presentar: la carpeta técnica de los proyectos  iniciar y avanzar con los procesos de licitación y concurso respectivos.
- El plan de adquisiciones enumera siete obras  ¿cuál es el estatus de cada una de ellas  en términos de publicación de la licitación  recepción de ofertas  firma de contrato e inicio de su ejecución?
A la fecha  las únicas obras en proceso de licitación y concurso son los paquetes 1 y 2 de los Centros Urbanos de Bienestar y Oportunidades (CUBO)  las demás obras se encuentran en fase de formulación de carpetas técnicas por parte del Organismo Ejecutor.
- Si el Gobierno salvadoreño no logra sacar este año la licitación de alguna de estas obras  ¿qué pasará? ¿Se incluirá en el Plan General de Adquisiciones del próximo año o hay algún tipo de penalidad por retrasos en la ejecución de los proyectos?
El Plan General de Adquisiciones es una herramienta dinámica que permite actualizar la proyección de las adquisiciones del programa. Se exhorta a Organismo Ejecutor a avanzar en los procesos de licitación  pero no existe ninguna penalidad.
Cordialmente  
Unidad de Acceso a la Información 
",,0,,,,,
F-122-2024,2024-08-15 17:32:44.000,2024-08-21 16:49:36.000,Argentina,Sector Privado,Compleja,Otorgado,"Deseo conocer si el BCIE ha transferido al gobierno Argentino los USD 50.000.000 correspondientes al acuerdo con fecha 30 de septiembre y 5 de octubre de 2021 (Contrato de Préstamo BCIE N° 2274). Tenia el  fin de cooperar en la ejecución del ""Programa Piloto para la Transformación Digital de las PyMEs Argentinas"". El objetivo general del Programa consiste en contribuir a aumentar la competitividad y productividad de las PyMEs  a través de un programa piloto de transformación digital hacia un modelo de Industria 4.0.

El gobierno Argentino no ha realizado los desembolsos correspondientes al programa por no disponer de firma en el organismo correspondiente al Ministerio de Economia. 

Deseo a su vez conocer si el gobierno Argentino ha realizado la rendición correspondiente ya que no ha transferido los fondos a las empresas privadas que han realizado las inversiones acordadas.

A su vez deseo conocer las consecuencias que tendria en el Gobierno Argentino dicho incumplimiento.","En cumplimiento de los términos contractuales vigentes y conforme solicitud incoada  el BCIE ha monetizado dos desembolsos a la entonces Subsecretaría de la Pequeña y Mediana Empresa del Ministerio de Economía  en su calidad de Organismo Ejecutor del Préstamo en cuestión  conforme el siguiente detalle:
Fecha de solicitud de desembolso
                                Fecha de Transferencia del desembolso requerido
                           Monto del Desembolso transferido – USD
21-feb-2022
28-feb-2022
1 000 000.00
01-jun-2023
26-jun-2023
5 000 000.00
Con respecto a las Justificaciones de Gastos e Inversión presentadas por el Organismo Ejecutor  al momento de emitir la presente respuesta se ha aprobado  con fecha 19 de mayo de 2023  la “Justificación de Gastos e Inversión N°1” por un monto total y único de USD500 204.00.
A su vez  se hace saber que con fecha 11 de julio del corriente año  el Organismo Ejecutor ha presentado la “Justificación de Gastos e Inversión No. 2” por la suma de USD1 700 000.00 la cual se encuentra en tramitación  toda vez que habiendo intervenido las áreas técnicas del BCIE  corresponde al Organismo Ejecutor remitir documentación y diversas constancias  a fin de avanzar en la aprobación pertinente.
Por último  corresponde destacar que el BCIE no ha advertido incumplimiento contractual por parte del Organismo Ejecutor al día de la fecha  encontrándose la Operación sujeta a los mecanismos de control y seguimiento habituales por parte del BCIE.


Fecha de cierre de solicitud: 08/21/2024",,0,,,,,
F-123-2024,2024-08-21 09:03:57.000,2024-09-02 11:19:39.000,Costa Rica,Sector Privado,Estandar,Otorgado,Buenas  quiero información para ver cómo una entidad financiera obtiene recursos del BCIE para préstamos al sector privado. La empresa se desarrollaría como una financiera en el país.,"Las modalidades e instrumentos financieros que ofrece el BCIE para el sector público soberano y sector público no soberano y privado pueden ser encontrados en el siguiente enlace: https://www.bcie.org/modalidades-e-instrumentos-financieros 


Fecha de cierre de solicitud: 09/02/2024",,0,,,,,
F-124-2024,2024-09-02 07:26:48.000,2024-09-05 15:14:04.000,Costa Rica,ONG,Compleja,Desestimado,Solicito me remitan los informes que a la fecha se hayan emitido en el marco del Programa para el fortalecimiento de los sistemas ALA/CGT de los países del GAFILAT y el BCIE relativos al proyecto Asistencia para la elaboración de normativa y reglamentos aplicables al funcionamiento de un Registro Centralizado de Beneficios Finales en los distintos países donde dichos informes ya se han emitido,"Estimado solicitante:
Con el propósito de promover la transparencia y de que los productos del “Programa para el Fortalecimiento de los Sistemas Antilavado de Activos y Contra Financiamiento al Terrorismo (ALA/CFT) de los Países de la Región para la Quinta Ronda de Evaluaciones Mutuas” sean de utilidad para los países de la región  los productos serán de carácter público y podrán acceder a los mismos desde la biblioteca virtual del GAFILAT en la siguiente dirección: GAFILAT – Biblioteca.
Actualmente nos encontramos dentro del plazo de ejecución de la cooperación técnica antes mencionada  no obstante  en los próximos días ya podrán encontrar en el sitio antes mencionado los siguientes productos publicados:
Cuarta Actualización del Informe de Amenazas Regionales en materia de Lavado de Activos y Financiamiento del Terrorismo
Informe: Análisis y comparación entre la normativa federal y provincial existente en Argentina sobre beneficiarios finales  así como su adecuación a los estándares internacionales y a las mejores prácticas.
Teniendo en consideración que los documentos relacionados aún no han sido finalizados y no están listos para publicación  cumplo en indicar que el presente procedimiento se desestima. 
Agradecemos estar pendiente de los recursos online señalados para cuando estos documentos estén publicados. 
Cordialmente  
Unidad de Acceso a la Información 


Fecha cierre de solicitud: 09/05/2024",,0,,,,,
F-125-2024,2024-09-04 07:01:15.000,2025-03-02 17:44:01.000,Bahamas,Sector Privado,No Categorizada,Desestimado,"Namaste 
Belize and Slovenia Trading underway.
Zero Israeli involved.
Regional manufacturing and shipping.
Great for Blockchain and El Salvador.
Tourist to follow suit in both directions.
Alps.
Now Hiring.","After reviewing your request  we regret to inform you that it has been dismissed  as we were unable to determine the specific type of information you were seeking. Additionally  we did not receive a response to our request for clarification regarding the nature of your inquiry.


Fecha cierre de solicitud: 03/02/2025",,0,,,,,
F-126-2024,2024-09-05 15:28:36.000,2024-09-05 16:47:25.000,Nicaragua,Sector Privado,Estandar,Otorgado,"Buenas tardes.
Mi nombre es Johana Cortez Montenegro Directora Comercial de Grupo Amtra somos una empresa con mas de 40 años en el Mercado Nacional brindando servicios de Mudanzas Internacionales y Locales a funcionarios de las Embajadas  Diplomaticos  Consul.
Escribo de existir la posibilidad de brindarme el correo electronico del encargado de Negocios para solicitar una cita y presentar nuestros servicios.","Con gusto podemos brindarle una audiencia.
Por favor  contactar a: Estrella Aguilar (aguilare@bcie.org)  con copia a Fernando Zepeda (zepedaf@bcie.org).


Fecha de cierre de solicitud: 09/05/2024",,0,,,,,
F-128-2024,2024-09-11 10:55:19.000,2024-09-12 15:25:32.000,Honduras,Sector Público,No Categorizada,Desestimado,"Saludos  éxitos en sus funciones: por favor   ayuda  solicito  concedan Beca Bicentenario para estudiar en la Escuela Agrícola Panamericana Zamorano para mi  hija Abby Stephanie  Hernández Briceño  DNI 0801200617719  ella posee Excelencia Académica con 99%  y aprobó el examen de admisión de EAPZ pero  no contamos con los recursos económicos necesarios. O si me orienta cómo aplica a esa beca. 
A la espera de su respuesta.
Atentamente.","Estimada señora:
Cumplo en notificarle que el presente formulario no está destinado para la tramitación de becas. Por tanto  le informo que este procedimiento ha sido desestimado en vista que no es una solicitud de información. 
Cordialmente  
Unidad de Acceso a la Información


Fecha cierre de solicitud: 09/12/2024",,0,,,,,
